TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,CBranchCoverage,CBranchCoverageBitString,WeakMutationScore,WeakMutationCoverageBitString,MethodTraceCoverage,MethodTraceCoverageBitString
com.cheops.candidatemanager.models.ApplicationProcess,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4022491349480969,1156,465,0.43283582089552236,1111111111111111111111000111000000000000100011000000000000000000100,0.24242424242424243,001000010111000010000000100000100,0.0,000000000000000000000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.24242424242424243,111100000000001000000000000100011
com.cheops.candidatemanager.models.CandaidateSearchModel,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.43529411764705883,1020,444,1.0,111111111111,1.0,111111,0.0,000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,111111
com.cheops.candidatemanager.models.Candidate,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.40625,1152,468,0.43333333333333335,111111111111000000000000000000100000000000000111111111110011,0.3235294117647059,1100100001000001000001010111100000,0.0,0000000000000000000000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.3235294117647059,1100000000000001000100111000001111
com.cheops.candidatemanager.models.CandidateSearchResolver,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4388349514563107,1030,452,1.0,1111111111111111,1.0,11111111,0.0,00000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,11111111
com.cheops.candidatemanager.models.CustomUserDetails,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4345703125,1024,445,0.9,1110111111,1.0,11111111,0.0,00000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,11111111
com.cheops.candidatemanager.models.MyUploadForm,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4318181818181818,1012,437,1.0,1111111,1.0,11111,0.0,00000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,11111
com.cheops.candidatemanager.models.Role,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4196078431372549,1020,428,0.3333333333333333,110000000011,0.3333333333333333,100100,0.0,000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.3333333333333333,100001
com.cheops.candidatemanager.models.SalaryPackage,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4097287184284378,1069,438,0.3870967741935484,1111111111011000000000000000000,0.1875,1000101000000000,0.0,0000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.1875,1100000100000000
com.cheops.candidatemanager.models.Search,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.39660056657223797,1059,420,0.0,000000000000000000000000000,0.0,00000000000000,0.0,00000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,00000000000000
com.cheops.candidatemanager.models.Skill,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.42566943674976915,1083,461,0.5833333333333334,111111111110001001000001111111001000,0.5263157894736842,1101000001010110111,0.0,0000000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.5263157894736842,1101101001111000010
com.cheops.candidatemanager.models.Update,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.43473994111874387,1019,443,1.0,11111111111,1.0,111111,0.0,000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,111111
com.cheops.candidatemanager.models.User,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.41674418604651164,1075,448,0.47058823529411764,1111111111100000011110000000010000,0.35294117647058826,11101000100000100,0.0,00000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.35294117647058826,11010011000000001
com.cheops.candidatemanager.repositories.AddressRepository,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.42424242424242425,990,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,1
com.cheops.candidatemanager.repositories.ApplicationProcessRepository,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4229607250755287,993,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,000
com.cheops.candidatemanager.repositories.CandidateRepository,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4225352112676056,994,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,0000
com.cheops.candidatemanager.repositories.SalaryPackageRepository,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.42424242424242425,990,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,1
com.cheops.candidatemanager.repositories.SkillsRepository,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4225352112676056,994,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,0000
com.cheops.candidatemanager.repositories.SkillsRepository2,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4225352112676056,994,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,0000
com.cheops.candidatemanager.repositories.UserRepository,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4238143289606458,991,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,0
com.cheops.candidatemanager.services.IAddressService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4221105527638191,995,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,00000
com.cheops.candidatemanager.services.IApplicationProcessService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4221105527638191,995,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,00000
com.cheops.candidatemanager.services.ICandidateService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.41749502982107356,1006,420,1.0,1,1.0,1,1.0,1,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.0,0000000000000000
com.cheops.candidatemanager.services.impl.AddressService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.43137254901960786,1020,440,0.6666666666666666,111110101010,1.0,111111,0.0,000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,111111
com.cheops.candidatemanager.services.impl.ApplicationProcessService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4198895027624309,1086,456,0.5348837209302325,1000110000011110111111000110111111011000000,0.3333333333333333,100010100000101000101,0.0,000000000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,0.5454545454545454,11010000111
com.cheops.candidatemanager.services.impl.CandidateService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.46986970684039087,1228,577,0.7433628318584071,11111111111111111111111101111111000001111111111010111111111001111111111100001111111000001111100000000111111111100,0.6666666666666666,111111111111110101001111111001011111101111000011000000,0.37037037037037035,011000100100110011000010001011001000110001100010001100,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,11111111111111111
com.cheops.candidatemanager.services.impl.CustomUserDetailService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.42828685258964144,1004,430,0.8,11101,1.0,111,0.0,000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,111
com.cheops.candidatemanager.services.impl.FileStorageService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.4255533199195171,994,423,1.0,1,1.0,1,0.0,0,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,1
com.cheops.candidatemanager.services.impl.SalaryPackageService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.43179587831207067,1019,440,0.7272727272727273,11111011010,1.0,111111,0.0,000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,111111
com.cheops.candidatemanager.services.impl.SkillsService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.45202952029520294,1084,490,0.95,1111111101011111111111111111111111111111,1.0,1111111111111111111111,0.0,0000000000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,1111111111
com.cheops.candidatemanager.services.impl.StorageService,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.43348837209302327,1075,466,0.696969696969697,111111111110000111111111000111000,0.6818181818181818,1111111000111100111010,0.0,0000000000000000000000,0.42424242424242425,000011111111111111111111001111111010101000100010010101111100010011110000100101111111111011111111111111111111110111111011111111111101111001111110111101101000000000110000000000000001111100000111000111110111111011111110110011111111111111111111111111111111111111111110111111111111011111011111111111111111101000000111111111111111111111000111111111111111111111111111111000111111111111111111111111111111110001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111101110111100010100011101110100000000111111111111111110000000000000000000111111111111111101100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000000000000000000000000000000111011001111111100000000000000000000000000000000000000000011111111111111111111,1.0,11111111
